recall_number,classification,reason_for_recall,product_description,report_date
D-1284-2014,Class II,Failed Dissolution Specifications: Stability results found the product did not meet the drug release dissolution specifications.,"Venlafaxine Hydrochloride Extended-Release Tablets, 37.5 mg, packaged in a) 30-count bottles (NDC 41616-760-83, UPC 3 41616 76083 5); and b) 90-count bottles (NDC 41616-760-81, UPC 3 41616 76081 1), Rx only, Distributed by: Caraco Pharmaceutical Laboratories, Ltd., 1150 Elijah McCoy Drive, Detroit, MI  48202; Manufactured at: Sun Pharmaceutical Ind. Ltd., Halol-Baroda Highway, Halol-389 350, Gujarat, India.",20140507
D-107-2014,Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"HCG 11000u w/B-12, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",20131211
D-1030-2014,Class II,Good Manufacturing Practices Deviations: The product has an Active Pharmaceutical Ingredient from an unapproved source.,"HydrOXYzine HCI Tablets USP 10 mg, 100 count bottles, Rx only. Mfd by KVK-TECH, INC, Newtown, PA 18940.  NDC #10702-010-01.",20140129
D-1300-2014,Class II,Failed Dissolution Specifications: failure of dissolution test observed at nine month time point.,"Metoprolol Succinate Extended-Release Tablets, USP, 50 mg, 30-count bottle, Rx only, Manufactured by: Wockhardt Limited, Mumbai, India; Distributed by: Wockhardt USA LLC., 20 Waterview Blvd., Parsippany, NJ  07054, USA; NDC 64679-735-09, UPC 3 64679 73509 1.",20140514
D-1589-2014,Class I,"Labeling: Label Mix-Up: Some cartons of AHP Ibuprofen Tablets, USP, 600mg, lot #142588 that contain blister cards filled with Ibuprofen tablets, 600mg drug product, were found to be mis-labeled  with blister card print identifying the product as AHP Oxcarbazepine Tablets, 300mg, lot #142544","Ibuprofen Tablets, USP, 600 mg, 100 tablets per carton (10 x 10), Rx Only, Packaged and Distributed by: American Health Packaging, Columbus, OH 43217, NDC 68084-0703-01",20140924
D-0272-2015,Class II,Lack of sterility assurance;All lots of sterile products compounded by the pharmacy that are within expiry were recalled due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,"HCG-20,000 U/2 mL Vial, Compounded Rx, Perry Drug Compounding Pharmacy, Overland Park, KS ---NDC 88888-2195-47",20141203
D-1098-2016,Class II,Lack of Processing Controls,"All spironolactone Products, Rx Only, Compounded by RELIABLE DRUG/RELIABLE COMPOUNDING PHARMACY, 801 Irving St., SAN FRANCISCO, CA 94122.",20160713
D-1534-2015,Class II,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,"Hyaluronic Acid Sodium 28 mg/ml + Lidocaine HCl 3 mg/ml Injection, ml Syringe, Sterile, Room Temperature, The Compounding Pharmacy of America, Knoxville, TN",20150923
D-0751-2018,Class II,Lack of Processing Controls.,Orkambi 100 mg/125 mg Tablets #112 NDC 51167-0700-02 28 days supply.,20180516
D-0978-2018,Class III,Subpotent Drug,"Triamterene and Hydrochlorothiazide Tablets, USP 37.5 mg/25 mg, 100-count bottle, Rx only, Mylan Pharmaceuticals, Inc. Morgantown, WV 26505, NDC 0378-1352-01",20180718
D-1203-2022,Class II,Lack of Assurance of Sterility,"GAC (Glutamine/Arginine/L-Carnitine) 25mg/100mg/250mg/mL, 30mL-vial, Refrigerate, Tailor Made Compounding",20220720
D-0053-2019,Class II,CGMP Deviations: products manufactured under conditions that could impact its product quality.,"Thayers Natural Remedies, Saline Nasal Spray, Allergy & Sinus Relief, Slippery Elm, 1.5 FL OZ (44 mL) bottle, Distributed By: Product Quest Manufacturing, LLC, 330 Carswell Ave., Daytona Beach, FL 32117, UPC 7 27510 00660 4.",20181024
D-0657-2021,Class I,Microbial Contamination of Non-Sterile Products: firm's internal testing found certain lots of the product to be contaminated with Burkholderia contaminans and/or yeast and mold.,"Durisan Antimicrobial Solutions (benzalkonium chloride) Hand Sanitizing Wipes, 0.13%, 160-count canister; Sanit Technologies, LLC, 7810 25th Court East, Sarasota, Florida 34243, UPC 8 52379 00631 8.",20210721
D-1584-2020,Class I,"Microbial Contamination of Non-Sterile Products: FDA laboratory analysis found product to be contaminated with various microorganisms including Enterobacter cloacae, Cronobacter sakazakii, Cronobacter dublinensis, among others.","Goldenseal Root Powder Organic, 1 oz. clear plastic bag, Maison Terre Natural Products, www.maisonterre.net",20200923
D-0787-2019,Class I,Microbial contamination,"Dr. King's SafeCare Rx Heavy Metal Detox, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Drive, Asheville, NC 28806 USA, UPC 357955028123, NDC 57955-0281-2",20190320
D-0386-2019,Class II,"Labeling Incorrect Instructions:  This recall has been initiated because the Instructions for Use included in the Epi-Safe Kits for the Epi-Safe Syringe (and/or the Safety Lok Syringe in Model 8600-01120) recommend a midpoint dosage of epinephrine for children between 0 lbs. and 66 lbs. of 0.15mL that has not been approved by FDA for children. Reliance on the current IFU and/or use of the Epi-Safe Syringe as instructed may result in the administration of an inappropriate dosage of epinephrine to young children experiencing anaphylaxis, especially those under 33 lbs. Additionally the Epi Safe syringe does not have the correct markings to allow a health care provider to draw up the correct dosage for children under 33 kg.","Curaplex Epi Kit NOT FOR IV USE, #8600-01120, Epi-Safe Kit 8600-01 120 contains:2 Safety-LOK Syringe, TB, 1cc w/ needle, 25 ga x5/8 , 2 Vials of epinephrine, 1mg/1mL, 4 Alcohol prep pads, 2 Adhesive bandages, 1  x 3   1 Epi Generic Injection. Rx Only. Distributed by Sarnova HC, LLC s family of companies: Bound Tree Medical, LLC, Cardio Partners, Inc., Emergency Medical Products, Inc. & Tri-anim Health Services, Inc. 5000 Tuttle Crossing Blvd. Dublin, OH 43016",20190130
D-1769-2019,Class II,Lack of Assurance of Sterility,"DOCETAXEL 60 MG / 250 ml D5W IVPB; DOCETAXEL 71 MG/ 250 ML NS IVPB; DOCETAXEL 155 MG/ 250 ml NS IVPB; DOCETAXEL 110 mg / 250 ml NS IVPB; DOCETAXEL 150 MG / 250 ml NS IVPB; DOCETAXEL 137 mg / 250 ml 0.9% NACL IVPB; DOCETAXEL 130 MG/ 250 ml NS IVPB; DOCETAXEL 140 MG/ 250 ml NS IVPB; DOCETAXEL 144 MG/ 250 ML NS IVPB; DOCETAXEL 117 MG/ 250 ML NS IVPB; DOCETAXEL 30 mg / 250 ml D5W IVPB; DOCETAXEL 125 MG/ 250 ml NS IVPB; DOCETAXEL 135 MG / 250 ml NS IVPB, Rx Only, Infusion Options, Inc. 5924 13the Ave, Brooklyn, NY 11219-4934, 718-283-7233",20190821
D-0169-2023,Class II,Failed Dissolution Specification,"Metoprolol Succinate Extended-Release Tablets, USP 25 mg, Rx Only, 100 Tablets per bottle,  Manufactured by: Alkem Laboratories Ltd., Mumbai - 400 013, India, Distributed by: Ascend Laboratories, LLC, Parsippany NJ 07054, NDC 67877-590-01.",20230201
D-402-2014,Class II,Lack of Assurance of Sterility; All lots of sterile products compounded by the pharmacy within expiry are subject to this recall. This recall is initiated due to concerns associated with quality control procedures observed during a recent FDA inspection.,"PGE 20 mcg/mL Injectable, 10 mL, and PGE 40 mcg/mL, 5 mL, Rx Only, The Compounding Center at Blue Ridge, 2601 Blue Ridge Rd, Raleigh, NC 27607.",20140115
D-0351-2020,Class I,"Marketed without an Approved NDA/ANDA: FDA analysis found this product to contain undeclared Tadalafil, an FDA approved drug for the treatment of erectile dysfunction.","Green Lumber Natural Fuel For Men capsule, packaged in packs of 2, 4 and 10 capsules, 2618 San Miguel Drive, Suite #296, Newport Beach, CA 92660 (949) 426-8622.",20191113
D-0268-2023,Class II,Failed Impurities/Degradation Specifications: High Out Of Specification degradation results.,"Posaconazole Delayed-Release Tablets, 100 mg, 60-count bottle, Rx Only, Manufactured for: Biocon Pharma Inc., Iselin, NJ  08830-3009; Manufactured by: Biocon Pharma Limited, Bengaluru, India - 560 099, NDC 70377-038-11.",20230215
D-804-2014,Class II,"Labeling: Label Mixup: SILDENAFIL CITRATE, Tablet, 25 mg may have potentially been mislabeled as the following drug:  PHENobarbital/ HYOSCYAMINE/ ATROPINE/ SCOPOLAMINE, Tablet, 16.2 mg/0.1037 mg/0.0194 mg/0.0065 mg, NDC 66213042510, Pedigree: W003640, EXP: 6/25/2014.","SILDENAFIL CITRATE, Tablet, 25 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00069420030.",20140129
D-0766-2018,Class II,Lack of Processing Controls.,Copaxone 20 mg Injection PFS (30) NDC 68546-0317-30 30 days supply.,20180516
D-1036-2016,Class III,Labeling: Incorrect or Missing Package Insert,"Lisinopril Tablets USP, 30 mg, 100-count bottle, Rx Only,  Manufactured by Sandoz  Inc., Princeton, NJ 08540, NDC 0185-0630-01",20160622
D-0215-2021,Class II,"Lack of Assurance of Sterility; potential for a defective syringe cap, resulting in a non-integral unit","HYDROmorphone HCl 10mg/50mL in 0.9% Sodium Chloride Injection, CII, Rx Only, 50 mL Single Dose Syringe, SCA Pharmaceuticals, 755 Rainbow Rd., Windsor, CT, 06095, barcode 70004030022",20210113
D-0078-2022,Class III,Out-of-specification test results obtained in Organic Impurities test during analysis of controlled samples.,"Rizatriptan Benzoate Film Coated Tablets, 10 mg, packaged in a) 12 Tablets (2X6 Unit-Dose Tablets) Blister Packs, NDC 33342-088-45), b) 18 Tablets (3 x 6 Unit-Dose Tablets, NDC 33342-088-41) Rx only, Manufactured for: Macleods Pharma USA, Inc. Plainsboro, NJ 08536l Manufactured by: Macleods Pharmaceuticals Ltd. Baddi, Himachal Pradesh, INDIA",20211103
D-0738-2021,Class II,Lack of Assurance of Sterility,"Epoprostenol Sodium for Injection, 1.5 mg/vial, 10 mL vials, Rx only, Teva Pharmaceuticals USA, Inc. North Wales, PA 19454, NDC 0703-1995-01",20210825
D-0515-2023,Class II,cGMP Deviations for the manufacturing Firm (Accord Healthcare) after their inspection.,"Doxazosin Tablets, USP, 4 mg, 100-count bottle, Rx only, Manufactured: Accord Healthcare, Inc., Durham, NC 27703, NDC 68788-7149-1",20230412
D-0178-2017,Class II,Lack of Assurance of Sterility: Concerns with product sterility by the manufacturer of the eye wash irrigating solution.,"Advance Trauma Kit - Product Code 85-0742, 85-0746, 85-0745, 85-0639, 85-0744, 85-0744, 85-0741, North American Rescue",20161214
D-0705-2017,Class II,Microbial Contamination of Non-Sterile Products,"Clozapine Tablets USP, 25 mg, 100-count bottle (NDC 0093-4359-01), 500- count bottle (NDC 0093-4359-05), 100 Unit Dose Blisters per carton (NDC 0093-4359-93), Individual Blister Pack (NDC 0093-4359-19), Rx Only, Manufactured By: Teva Pharmaceutical Industries Ltd., Jerusalem, 9777600, Israel",20170517
D-1342-2014,Class II,Presence of Foreign Tablets: Presence of atenolol 25 mg tablet mixed into promethazine 25 mg tablet bottles.,"PROMETHAZINE HYDROCHLORIDE Tablets, USP, 25 mg, 100 Tablet Bottles, Rx Only.  Manufactured by: Cadila Healthcared Ltd., India.  Distributed by: Zydus Pharmaceuticals USA Inc., Pennington, NJ 08534. NDC: 68382-041-01",20140528
D-0570-2017,Class II,Lack of Assurance of Sterility: There are also CGMP Deviations.,"REVERSE DML LOTION (Ketoconazole 2%, Metronidazole 2%, sulfacetamide sodium 10%), Rx only, Synergy RX, 4901 Morena Blvd # 504-A San Diego, CA 92117 (855) 792-6676",20170322
D-754-2013,Class II,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,"Metabolase Injection, compounded by Olympia Pharmacy, Orlando, FL",20130717
D-546-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Bovine Insulin active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-1432-2022,Class II,CGMP Deviations: product held outside appropriate storage temperature conditions.,AMBI NRSHNG DAILY FACIAL MSTURZER 1.7 OZ distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,20220831
D-030-2014,Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Alphahydroxyprogesterone, 250mg, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",20131211
D-0147-2022,Class II,Lack of assurance of sterility,"TRI-TEST 200 (CY50%-EN37.5%-PR12.5%) INJ #1 200MG/ML INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",20211117
D-1675-2015,Class II,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,"Hydromorphone 50 mg/ml + Fentanyl 3,000 mcg/ml + Bupivacaine 20 mg/ml Intrathecal Solution, Sterile-Preservative Free, The Compounding Pharmacy of America, Knoxville, TN",20150923
D-0667-2023,Class II,Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,"Cardioplegia Solution, Maintenance 4:1 Plasma-Lyte/Tromethamine, low potassium, packaged in 1000 mL per bag, Rx only, Central Admixture Pharmacy Services, Inc., Lehigh Valley, 6580 Snowdrift Road, Allentown, PA  18106, NDC 71285-0112-1.",20230531
D-0454-2022,Class III,Subpotent Drug: Product contains less Sodium Fluoride than listed on product label.,"CTx7 Kit, contains one tube CariFree CTx4 Gel 5000, 1.1% Neutral Sodium Fluoride Mint, 2 oz (57 g) Rx only NDC: 61578-205-01 Manufactured by Oral BioTech Albany, Oregon 97321 and one bottle of CariFree CTx3 Rinse, Mint Anticavity Rinse, 16 fl oz. bottle.",20220202
D-1297-2016,Class II,Lack of Assurance of Sterility,"Oxytocin 10 Units added to Lactated Ringers in a 500 mL lntravia bag, Rx Only, Compounded by PHARMAKON Pharmaceuticals, Noblesville, IN 46060, NDC 45183-0764-03",20160720
D-0598-2018,Class III,Failed Stability Specifications:Out-of-specification results observed for viscosity during stability testing.,"Clocortolone Pivalate Cream, 0.1%, 90-gram tube, Rx only, Distributed by: Dr. Reddy's Laboratories, Inc. Princeton, NJ 08540, Manufactured by: DPT,  Laboratories Ltd. San Antonio, TX 78215, NDC 43598-341-90",20180321
D-1009-2018,Class I,Microbal Contamination of Non-Sterile Product; FDA analysis found  salmonella contamination,"Gaia Kratom (mitragyna speciosa) powder, Red Kapuas Hulu , 1oz, 250g, 1kg packages, Gaia Ethnobotanical.com",20180718
D-1663-2019,Class II,Lack of Assurance of Sterility,"GLUTATHIONE 200MG/ML (MDV) INJECTION SOLN, 30 ML per vial, RXQ Compounding, 340 West State Street, Unit 9, Athens, OH 45701. NDC: 70731-0906-30",20190814
D-0592-2024,Class III,Cross contamination with other products.,"Verapamil Hydrochloride Injection, USP 5 mg / 2mL(2.5 mg/mL), packaged as (a) 25x2 mL Single-Dose Vial per carton, Vial NDC: 70710-1643-1; Carton NDC 70710-1643-7; (b) 5x2 mL Single-Dose Vial per carton, Vial NDC: 70710-1643-1; Carton NDC 70710-1643-5; Rx Only, Manufactured by: Zydus Lifesciences Ltd. Vadodara, India, Distributed by: Zydus Pharmaceuticals (USA)Inc., Pennington, NJ 08534,",20240717
D-0202-2016,Class II,Recalled products were made using an active ingredient that was recalled by a supplier due to penicillin cross contamination.,"BIEST TD 80/20  (Estradiol (E2) Trit (Yellow)/Estriol USP Micronized (E3) : PROG (Progesterone USP Micronized) : DHEA (Dehydroepiandrosterone Micronized) IN VERSABASE W/V (weight/volume) 2.5 : 25 :1.25MG/ML Transdermal cream, dispensed in 10 mL prefilled, amber syringes, Rx only, The Compounder, 340 Marshall Avenue Unit 100, Aurora, IL 60506.",20151118
D-0929-2019,Class I,Microbial contamination,"NET Remedies #12 (Pink Label) Homeopathic Preparation, Oral Liquid, 57 mL, Manufacturer: King Bio Inc. U.S.A., Supplier: NET (Australia) Pty LTD 428 Hume Street, Toowoomba QLD 4350, Australia",20190320
